每月對照使用,直飲臺編號,轄區分處,市別,場所別,場所次分類,所屬單位,場所名稱,地址,行政區,維護單位,連絡電話,場所開放時間,設置地點,經度,緯度,狀態,狀態異動日期時間,最近採樣日期時間,大腸桿菌數,水質及維護資訊網址,直飲台照片網址
0966a,0966a,東區,臺北市,公園步道,水利處,工務局水利工程處東區左岸管理站,大佳河濱公園,臺北市中山區大佳河濱公園,中山,工務局水利工程處東區左岸管理站,27208889#2691,0:00~24:00,,121.530230,25.074870,正常,20260414T000000,20260113T110200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0966a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0966a.JPG
0966b,0966b,東區,臺北市,公園步道,水利處,工務局水利工程處東區左岸管理站,大佳河濱公園,臺北市中山區大佳河濱公園,中山,工務局水利工程處東區左岸管理站,27208889#2691,0:00~24:00,,121.532143,25.074392,正常,20231129T100000,20260113T105100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0966b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0966b.JPG
0966d,0966d,東區,臺北市,公園步道,水利處,工務局水利工程處東區左岸管理站,大佳河濱公園,臺北市中山區大佳河濱公園,中山,工務局水利工程處東區左岸管理站,27208889#2691,0:00~24:00,,121.535579,25.074618,正常,20260414T000000,20260113T104500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0966d,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0966d.JPG
0966e,0966e,東區,臺北市,公園步道,水利處,工務局水利工程處東區左岸管理站,大佳河濱公園,臺北市中山區大佳河濱公園,中山,工務局水利工程處東區左岸管理站,27208889#2691,0:00~24:00,,121.536950,25.075560,正常,20260414T000000,20260113T103900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0966e,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0966e.JPG
0966f,0966f,東區,臺北市,公園步道,水利處,工務局水利工程處東區左岸管理站,大佳河濱公園,臺北市中山區大佳河濱公園,中山,工務局水利工程處東區左岸管理站,27208889#2691,0:00~24:00,,121.537790,25.074110,正常,20231129T100000,20260113T103400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0966f,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0966f.JPG
0966g,0966g,東區,臺北市,公園步道,水利處,工務局水利工程處東區左岸管理站,大佳河濱公園,臺北市中山區大佳河濱公園,中山,工務局水利工程處東區左岸管理站,27208889#2691,0:00~24:00,,121.538640,25.073700,正常,20260414T000000,20260113T103000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0966g,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0966g.JPG
0966h,0966h,東區,臺北市,公園步道,水利處,工務局水利工程處東區左岸管理站,大佳河濱公園,臺北市中山區大佳河濱公園,中山,工務局水利工程處東區左岸管理站,27208889#2691,0:00~24:00,,121.539313,25.074648,正常,20260414T000000,20260113T101800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0966h,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0966h.JPG
0966i,0966i,東區,臺北市,公園步道,水利處,工務局水利工程處東區左岸管理站,大佳河濱公園,臺北市中山區濱江街107號大佳國小後方,中山,工務局水利工程處東區左岸管理站,27208889#2691,0:00~24:00,兒童遊戲場入口旁,121.535284,25.074576,正常,20260414T000000,20260107T144200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0966i,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0966i.JPG
0966j,0966j,東區,臺北市,公園步道,水利處,工務局水利工程處東區左岸管理站,大佳河濱公園,臺北市中山區大佳河濱公園(網球場旁),中山,工務局水利工程處東區左岸管理站,27208889#2691,0:00~24:00,大佳河濱公園網球場旁,121.531644,25.074556,正常,20231129T100000,20260113T105500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0966j,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0966j.JPG
0969a,0969a,東區,臺北市,捷運站,松山新店線,臺北大眾捷運股份有限公司,松江南京站,臺北市中山區松江路126號,中山,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,4、5、6、7號出口中間,121.533256,25.052130,正常,20211201T090000,20260204T110800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0969a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0969a.JPG
0969b,0969b,東區,臺北市,捷運站,松山新店線,臺北大眾捷運股份有限公司,松江南京站,臺北市中山區松江路126號,中山,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,4、5、6、7號出口中間,121.533256,25.052130,正常,20211201T090000,20260204T111700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0969b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0969b.JPG
0971,0971,北區,臺北市,場館,臺北當代藝術館,臺北自來水事業處,臺北當代藝術館,臺北市大同區長安西路39號,大同,北區營業分處,21004108,0:00~24:00,入口,121.518721,25.050625,正常,20260414T000000,20260121T100500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0971,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0971.JPG
0972a,0972a,東區,臺北市,公園步道,公園處,工務局公園處,榮星花園,臺北市中山區民權東路三段1號(民權東路建國北路),中山,工務局公園處圓山管理所,2585-0192 轉232,0:00~24:00,遊戲場旁,121.538410,25.063960,正常,20260414T000000,20260122T093700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0972a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0972a.JPG
0972b,0972b,東區,臺北市,公園步道,公園處,工務局公園處,榮星花園,臺北市中山區民權東路三段1號(民權東路建國北路),中山,工務局公園處圓山管理所,2585-0192 轉232,0:00~24:00,籃球場旁,121.539165,25.063579,正常,20260414T000000,20260122T093200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0972b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0972b.JPG
0972c,0972c,東區,臺北市,公園步道,公園處,工務局公園處,榮星花園,臺北市中山區民權東路三段1號(民權東路建國北路),中山,工務局公園處圓山管理所,2585-0192 轉232,0:00~24:00,榮星公園西南隅,121.537306,25.062778,正常,20211201T090000,20260122T092600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0972c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0972c.JPG
0973a,0973a,東區,臺北市,公園步道,公園處,工務局公園處,林森公園,臺北市中山區新生北路2段28巷5號,中山,工務局公園處圓山管理所,2585-0192 轉232,0:00~24:00,步道,121.526490,25.053790,正常,20260414T000000,20260122T101800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0973a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0973a.JPG
0973b,0973b,東區,臺北市,公園步道,公園處,工務局公園處,林森公園,臺北市中山區南京東路1段88號(林森公園),中山,工務局公園處圓山管理所,2585-0192 轉232,0:00~24:00,共融式遊戲區,121.526418,25.052996,正常,20260414T000000,20260122T101000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0973b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0973b.JPG
0973c,0973c,東區,臺北市,公園步道,公園處,工務局公園處,林森公園,臺北市中山區南京東路1段與新生北路2段口,中山,工務局公園處圓山管理所,2585-0192 轉232,0:00~24:00,籃球場旁,121.526704,25.052634,正常,20260414T000000,20260122T100200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0973c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0973c.JPG
0974,0974,東區,臺北市,場館,體育局,臺北自來水事業處,新生高架籃球場,臺北市中正區金山北路與八德路一段口附近,中正,北水處東區分處,87703360,0:00~24:00,籃球場旁,121.530377,25.044894,正常,20260414T000000,20260122T111100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0974,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0974.JPG
0975,0975,北區,臺北市,商圈夜市,中山市場,臺北自來水事業處,中山市場,臺北市中山區長安西路3號,中山,北區營業分處,21004108,0:00~24:00,大門,121.521010,25.050070,正常,20211201T090000,20260121T093800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0975,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0975.JPG
0976,0976,北區,臺北市,公園步道,公園處,臺北自來水事業處,花博公園,臺北市中山區中山北路三段,中山,北水處北區營業分處,21004121,0:00~24:00,爭艷館前,121.521470,25.070670,正常,20211201T090000,20260107T140900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0976,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0976.JPG
0976a,0976a,北區,臺北市,公園步道,公園處,臺北自來水事業處,花博公園,臺北市中山區中山北路三段,中山,北水處北區營業分處,21004121,0:00~24:00,花牆前,121.520500,25.070350,正常,20211201T090000,20260107T140200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0976a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0976a.JPG
0976b,0976b,北區,臺北市,公園步道,公園處,臺北自來水事業處,花博公園,臺北市中山區中山北路三段,中山,北水處北區營業分處,21004121,0:00~24:00,MAJI前廣場,121.522030,25.070690,正常,20211201T090000,20260107T141400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0976b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0976b.JPG
0977a,0977a,東區,臺北市,公園步道,公園處,工務局公園處,華山公園(林森北路以西),臺北市中山區市民大道2段與天津街西北側,中山,工務局公園處圓山管理所,2585-0192 轉232,0:00~24:00,籃球場旁,121.521890,25.048330,正常,20260414T000000,20260209T150300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0977a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0977a.JPG
0977b,0977b,東區,臺北市,公園步道,公園處,工務局公園處,華山公園(林森北路以東),臺北市中山區林森北路與市民大道2段口東北側,中山,工務局公園處圓山管理所,2585-0192 轉232,0:00~24:00,籃球場旁,121.524720,25.048090,正常,20211201T090000,20260209T145800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0977b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0977b.JPG
0979,0979,東區,臺北市,公園步道,公園處,工務局公園處,八二三砲戰紀念公園,臺北市中山區北安路口圓山飯店下方,中山,工務局公園處圓山管理所,2585-0192 轉232,00:00~24:00,砲台旁,121.527272,25.076828,正常,20211201T090000,20260121T113700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0979,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0979.JPG
0980,0980,東區,臺北市,公園步道,區公所,臺北市中山區公所,下埤公園,臺北市中山區民族東路512巷26號對面,中山,臺北市中山區公所,25031369#538,0:00~24:00,台北市中山區民族東路512巷26號對面,121.542140,25.066890,正常,20211201T090000,20260209T140200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0980,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0980.JPG
0981,0981,東區,臺北市,公園步道,區公所,臺北市中山區公所,江寧公園,臺北市中山區合江街137號對面,中山,臺北市中山區公所,25031369#538,0:00~24:00,步道,121.539430,25.061360,正常,20211201T090000,20260209T135700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0981,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0981.JPG
0982,0982,東區,臺北市,公園步道,區公所,臺北市中山區公所,永直公園,臺北市中山區北安路588巷23弄5號對面,中山,臺北市中山區公所,25031369#538,0:00~24:00,花圃內,121.550789,25.081331,正常,20211201T090000,20260212T093600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0982,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0982.JPG
0983,0983,東區,臺北市,公園步道,區公所,臺北市中山區公所,培英公園,臺北市中山區大直街52巷26號旁,中山,臺北市中山區公所,25031369#538,0:00~24:00,步道,121.545180,25.082370,正常,20260414T000000,20260212T091700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0983,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0983.JPG
0984,0984,東區,臺北市,公園步道,區公所,臺北市中山區公所,四平公園,臺北市中山區伊通街97-2號對面,中山,臺北市中山區公所,25031369#538,0:00~24:00,花圃內,121.534636,25.053126,正常,20211201T090000,20260209T143800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0984,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0984.JPG
0985,0985,東區,臺北市,公園步道,區公所,臺北市中山區公所,中吉公園,臺北市中山區松江路184巷27號,中山,臺北市中山區公所,25031369#538,0:00~24:00,花圃內,121.531870,25.056380,正常,20211201T090000,20260204T095200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0985,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0985.JPG
0986,0986,東區,臺北市,公園步道,區公所,臺北市中山區公所,一江公園,臺北市中山區吉林路51巷20號對面,中山,臺北市中山區公所,25031369#538,0:00~24:00,花圃內,121.531308,25.053317,正常,20211201T090000,20260209T143100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0986,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0986.JPG
0987a,0987a,東區,臺北市,公園步道,區公所,臺北市中山區公所,松錦2號公園,臺北市中山區民生東路2段127巷23號,中山,臺北市中山區公所,25031369#538,0:00~24:00,花圃內,121.532450,25.060220,正常,20260414T000000,20260209T142400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0987a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0987a.JPG
0989,0989,北區,臺北市,公園步道,區公所,臺北市中山區公所,德惠公園,臺北市中山區吉林路461巷內,中山,臺北市中山區公所,25031369#538,0:00~24:00,公園南側入口處,121.531511,25.067409,正常,20211201T090000,20260209T141300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0989,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0989.JPG
0990,0990,北區,臺北市,場館,蒲公英希望基地,蒲公英希望基金會,蒲公英希望基地,台北市中山區中山北路1段112巷5號旁,中山區,北水處北區分處,21004100,0:00~24:00,人行道出入口,121.521100,25.050600,正常,20260414T000000,20260121T094400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0990,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0990.JPG
0991,0991,東區,臺北市,公園步道,區公所,臺北市中山區公所,朱昌公園,臺北市中山區合江街27號對面,中山,臺北市中山區公所,25031369#538,0:00~24:00,入口人行道旁,121.539066,25.055330,正常,20211201T090000,20260319T100500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0991,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0991.JPG
0992,0992,東區,臺北市,公園步道,區公所,臺北市中山區公所,興安公園,臺北市中山區興安街53-5號對面,中山,臺北市中山區公所,25031369#538,0:00~24:00,入口步道旁,121.541809,25.056045,正常,20211201T090000,20260319T095900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0992,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0992.JPG
0995,0995,北區,臺北市,公園步道,公園處,工務局公園處,康樂公園,臺北市中山區中山北路二段27巷17號對面,中山,工務局公園處圓山管理所,2585-0192 轉232,0:00~24:00,入口休憩座椅旁,121.524648,25.053541,正常,20260414T000000,20260319T104500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0995,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0995.JPG
0996,0996,北區,臺北市,公園步道,公園處,工務局公園處,上塔悠公園,臺北市中山區樂群二路116巷61弄8號旁,中山,工務局公園處圓山管理所,2585-0192 轉232,0:00~24:00,公園入口旁/自行車道旁,121.555380,25.077550,正常,20260414T000000,20260317T151500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0996,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0996.JPG
0997,0997,北區,臺北市,公園步道,公園處,工務局公園處,下塔悠公園,臺北市中山區樂群二路266巷112號旁,中山,工務局公園處圓山管理所,2585-0192 轉232,0:00~24:00,公園入口旁/自行車道旁,121.561813,25.076592,正常,20260414T000000,20260312T095900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0997,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0997.JPG
0998,0998,東區,臺北市,公園步道,公園處,工務局公園處,金泰公園,臺北市中山區堤頂大道二段246巷3-9號旁,中山,工務局公園處圓山管理所,2585-0192 轉232,0:00~24:00,入口步道旁,121.566344,25.076997,正常,20260414T000000,20260312T102200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0998,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0998.JPG
0999,0999,北區,臺北市,公園步道,區公所,臺北市中山區公所,撫順公園,臺北市中山區中山北路3段22號前,中山,臺北市中山區公所,25031369#538,0:00~24:00,廣場旁,121.522065,25.064571,正常,20211201T090000,20260319T105200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0999,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0999.JPG
1026,1026,南區,臺北市,公園步道,公園處,工務局公園處,景華公園,臺北市文山區景華街42號對面,文山,工務局公園處南港管理所,02-27833685,0:00~24:00,3號入口處,121.543100,24.995231,正常,20211201T090000,20260105T134600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1026,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1026.JPG
1026a,1026a,南區,臺北市,公園步道,公園處,工務局公園處,景華公園,臺北市文山區景華街58號對面,文山,工務局公園處南港管理所,02-27833685,0:00~24:00,地下停車場電梯出口旁,121.544257,24.995234,正常,20221206T000000,20260105T134000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1026a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1026a.JPG
1027,1027,南區,臺北市,公園步道,公園處,工務局公園處,興隆公園,臺北市文山區興隆路2段220巷,文山,工務局公園處南港管理所,02-27833685,0:00~24:00,瓦斯行側面,121.551274,25.000656,正常,20211201T090000,20260105T135300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1027,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1027.JPG
1062,1062,南區,臺北市,捷運站,貓纜線,臺北大眾捷運股份有限公司,貓空纜車動物園站,臺北市文山區新光路2段8號,文山,臺北大眾捷運股份有限公司(棕線),25363001#8653,06:00~23:00,2號出口,121.576164,24.996052,正常,20260414T000000,20260106T092500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1062,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1062.JPG
1062a,1062a,南區,臺北市,捷運站,貓纜線,臺北大眾捷運股份有限公司,貓空纜車動物園站,臺北市文山區新光路2段32號,文山,臺北大眾捷運股份有限公司(棕線),25363001#8653,06:00~23:00,入口處,121.576164,24.996052,正常,20260414T000000,20260106T093000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1062a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1062a.JPG
1068,1068,南區,臺北市,公園步道,公園處,工務局公園處,景美運動公園,臺北市文山區景豐街79號,文山,工務局公園處南港管理所,02-27833685,0:00~24:00,圓環休息區旁,121.544136,25.002735,正常,20260414T000000,20260105T114300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1068,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1068.JPG
1068a,1068a,南區,臺北市,公園步道,公園處,工務局公園處,景美運動公園,臺北市文山區景豐街80號,文山,工務局公園處南港管理所,02-27833685,0:00~24:00,入口處,121.544468,25.002153,正常,20260414T000000,20260105T113600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1068a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1068a.JPG
1069,1069,南區,臺北市,公園步道,公園處,工務局公園處,萬芳7號公園,臺北市文山區萬美街1段36號旁,文山,工務局公園處南港管理所,02-27833685,0:00~24:00,萬美街1段17號對面,121.569879,25.002434,正常,20211201T090000,20260105T143500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1069,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1069.JPG
1070,1070,南區,臺北市,場館,市立動物園,臺北市立動物園,臺北市立動物園,臺北市文山區新光路二段30號,文山,臺北市立動物園機電室,29382300轉830,0:00~24:00,入口,121.580700,24.998590,正常,20260414T000000,20260105T142300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1070,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1070.JPG
1071,1071,南區,臺北市,公園步道,區公所,臺北市文山區公所,景行公園,臺北市文山區景後街83號對面,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,涼亭前,121.542717,24.992556,正常,20260414T000000,20260127T102000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1071,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1071.JPG
1072a,1072a,南區,臺北市,場館,市立動物園,臺北市立動物園,臺北市立動物園旁保育公園,臺北市文山區新光路二段30號,文山,臺北市立動物園機電室,29382300轉830,0:00~24:00,人行道入園轉角,121.576583,24.996400,正常,20260414T000000,20260105T141900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1072a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1072a.JPG
1072b,1072b,南區,臺北市,場館,市立動物園,臺北市立動物園,臺北市立動物園旁保育公園,臺北市文山區新光路二段30號,文山,臺北市立動物園機電室,29382300轉830,0:00~24:00,人行道入園轉角,121.578113,24.997304,暫停,20260414T000000,20250415T150400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1072b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1072b.JPG
1073a,1073a,南區,臺北市,公園步道,公園處,工務局公園處,木柵公園,臺北市文山區興隆路4段50號,文山,工務局公園處南港管理所,02-27833685,0:00~24:00,入口處,121.560602,24.986691,正常,20231110T100000,20260105T140900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1073a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1073a.JPG
1073b,1073b,南區,臺北市,公園步道,公園處,工務局公園處,木柵公園,臺北市文山區興隆路4段50號,文山,工務局公園處南港管理所,02-27833685,0:00~24:00,生態池入口,121.559884,24.986606,正常,20260414T000000,20260105T140500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1073b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1073b.JPG
1074,1074,南區,臺北市,公園步道,公園處,工務局公園處,萬芳4號公園,臺北市文山區萬和街萬芳國小正對面,文山,工務局公園處南港管理所,02-27833685,0:00~24:00,遊戲場旁,121.568338,25.001053,正常,20211201T090000,20260105T144000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1074,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1074.JPG
1075,1075,南區,臺北市,公園步道,工程處,工務局公園處,仙跡岩風景區牌樓入口,臺北市文山區景興路239號旁,文山,工務局公園處南港管理所,02-27833685,0:00~24:00,出入口旁,121.543543,24.991014,正常,20260414T000000,20260210T152200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1075,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1075.JPG
1076,1076,南區,臺北市,公園步道,區公所,臺北市文山區公所,萬芳6號公園,臺北市文山區萬芳路與萬和街交口(萬芳國小對面),文山,臺北市文山區公所,2936-5222#381,0:00~24:00,入口處旁,121.569160,24.999474,正常,20211201T090000,20260210T162100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1076,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1076.JPG
1077,1077,南區,臺北市,商圈夜市,公園處,工務局公園處,興德商圈,臺北市文山區辛亥路4段162號對面,文山區,工務局公園處南港管理所,02-27833685,0:00~24:00,公園內步道旁,121.556691,25.002867,正常,20260414T000000,20260210T114600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1077,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1077.JPG
1078,1078,南區,臺北市,公園步道,公園處,工務局公園處,景興公園,臺北市文山區景華街128巷3弄口,文山,工務局公園處南港管理所,02-27833685,00:00~24:00,步道旁,121.548002,24.995994,正常,20260414T000000,20260210T151300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1078,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1078.JPG
1079,1079,南區,臺北市,公園步道,區公所,臺北市文山區公所,萬盛公園,臺北市文山區萬盛街130巷18-1號對面,文山,臺北市文山區公所,2936-5222#381,00:00~24:00,遊戲區旁,121.541200,25.004943,正常,20211201T090000,20260210T143600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1079,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1079.JPG
1080,1080,南區,臺北市,公園步道,區公所,臺北市文山區公所,萬和1號公園,臺北市文山區萬隆街49號對面,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,入口處旁,121.536357,25.000850,正常,20260414T000000,20260210T134900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1080,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1080.JPG
1081,1081,南區,臺北市,公園步道,區公所,臺北市文山區公所,萬和2號公園,臺北市文山區汀州路4段255號對面,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,遊戲區旁,121.536469,25.001516,正常,20260414T000000,20260210T135700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1081,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1081.JPG
1082,1082,南區,臺北市,公園步道,區公所,臺北市文山區公所,萬和3號公園,臺北市文山區羅斯福路5段218巷38弄12號對面,文山,臺北市文山區公所,2936-5222#381,00:00~24:00,籃球場旁,121.536669,25.003027,正常,20211201T090000,20260210T140400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1082,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1082.JPG
1083,1083,南區,臺北市,公園步道,區公所,臺北市文山區公所,萬年1號公園,臺北市文山區汀洲路4段144號對面,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,遊戲區旁,121.536018,25.004891,正常,20211201T090000,20260210T141200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1083,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1083.JPG
1084,1084,南區,臺北市,公園步道,區公所,臺北市文山區公所,萬年2號公園,臺北市文山區汀州路4段122號對面,文山,臺北市文山區公所,2936-5222#381,00:00~24:00,遊戲區旁,121.536274,25.005532,正常,20260414T000000,20260210T141700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1084,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1084.JPG
1085,1085,南區,臺北市,公園步道,區公所,臺北市文山區公所,萬年3號公園,臺北市文山區汀州路4段99號前,文山,臺北市文山區公所,2936-5222#381,00:00~24:00,遊戲區旁,121.536954,25.007056,正常,20211201T090000,20260210T142300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1085,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1085.JPG
1086,1086,南區,臺北市,場館,臺北自來水事業處,臺北自來水事業處,文山運動中心,臺北市文山區興隆路三段222號,文山區,北水處南區分處,83695107,0:00~24:00,正門前方靠人行道,121.559716,24.997015,正常,20260414T000000,20260210T113300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1086,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1086.JPG
