每月對照使用,直飲臺編號,轄區分處,市別,場所別,場所次分類,所屬單位,場所名稱,地址,行政區,維護單位,連絡電話,場所開放時間,設置地點,經度,緯度,狀態,狀態異動日期時間,最近採樣日期時間,大腸桿菌數,水質及維護資訊網址,直飲台照片網址
1088,1088,南區,臺北市,公園步道,區公所,臺北市文山區公所,景豐公園,臺北市文山區興隆路1段251巷3弄7號對面,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,運動場旁,121.545003,25.000114,正常,20260414T000000,20260210T150400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1088,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1088.JPG
1089,1089,南區,臺北市,公園步道,區公所,臺北市文山區公所,木新公園,臺北市文山區木新路3段278巷內,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,遊戲區旁,121.558107,24.982301,正常,20211201T090000,20260210T155500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1089,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1089.JPG
1090,1090,南區,臺北市,公園步道,區公所,臺北市文山區公所,樟樹公園,臺北市文山區忠順街1段26巷26弄2號對面,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,遊戲區旁,121.559363,24.982721,正常,20260414T000000,20260210T154400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1090,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1090.JPG
1091,1091,南區,臺北市,公園步道,區公所,臺北市文山區公所,樟興公園,臺北市文山區辛亥路7段與木新路3段交口,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,遊戲區旁,121.553925,24.980829,正常,20211201T090000,20260210T153400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1091,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1091.JPG
1092,1092,南區,臺北市,公園步道,區公所,臺北市文山區公所,萬有1號公園,臺北市文山區興隆路1段202巷口,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,遊戲區旁,121.543058,25.000085,正常,20260414T000000,20260210T144300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1092,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1092.JPG
1093,1093,南區,臺北市,公園步道,區公所,臺北市文山區公所,萬有2號公園,臺北市文山區興隆路1段184巷4弄6號對面,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,遊戲區旁,121.541990,25.000739,正常,20260414T000000,20260210T145000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1093,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1093.JPG
1094,1094,南區,臺北市,公園步道,區公所,臺北市文山區公所,萬有3號公園,臺北市文山區景隆街101號對面,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,涼亭旁,121.543133,24.998645,正常,20211201T090000,20260210T145600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1094,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1094.JPG
1095,1095,南區,臺北市,公園步道,區公所,臺北市文山區公所,原野運動公園,臺北市文山區萬芳路50-8號對面,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,入口處旁,121.571060,24.997074,正常,20211201T090000,20260210T161500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1095,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1095.JPG
1096,1096,南區,臺北市,公園步道,區公所,臺北市文山區公所,樟新公園,臺北市文山區一壽街17巷內,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,遊戲區旁,121.557128,24.979356,正常,20211201T090000,20260310T144100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1096,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1096.JPG
1097,1097,南區,臺北市,公園步道,區公所,臺北市文山區公所,興豐公園,臺北市文山區興隆路2段123巷內,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,入口處旁,121.547395,25.000249,正常,20211201T090000,20260310T141900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1097,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1097.JPG
1098,1098,南區,臺北市,公園步道,公園處,工務局公園處,景美公園,臺北市文山區萬慶街52號對面,文山,工務局公園處南港管理所,02-27833685,0:00~24:00,涼亭旁,121.537633,24.993628,正常,20260414T000000,20260310T135300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1098,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1098.JPG
1099,1099,南區,臺北市,公園步道,區公所,臺北市文山區公所,仙岩公園,臺北市文山區仙岩路116巷,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,遊戲區旁,121.549296,24.997950,正常,20260414T000000,20260310T141200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1099,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1099.JPG
1107a,1107a,南區,臺北市,公園步道,公園處,工務局公園處,大安森林公園,臺北市大安區建國南路2段,大安,工務局公園處青年管理所,27003830,0:00~24:00,兒童遊戲區,121.536303,25.032738,正常,20260414T000000,20260121T152100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1107a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1107a.JPG
1107b,1107b,南區,臺北市,公園步道,公園處,工務局公園處,大安森林公園,臺北市大安區建國南路2段,大安,工務局公園處青年管理所,27003830,0:00~24:00,溜冰場旁,121.535963,25.032531,正常,20211201T090000,20260121T152600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1107b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1107b.JPG
1107c,1107c,南區,臺北市,公園步道,公園處,工務局公園處,大安森林公園,臺北市大安區建國南路2段,大安,工務局公園處青年管理所,27003830,0:00~24:00,籃球場旁,121.535963,25.031780,正常,20211201T090000,20260121T153100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1107c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1107c.JPG
1107d,1107d,南區,臺北市,公園步道,公園處,工務局公園處,大安森林公園,臺北市大安區建國南路2段,大安,工務局公園處青年管理所,27003830,0:00~24:00,7號出入口旁,121.536234,25.026096,正常,20231219T000000,20260121T154100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1107d,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1107d.JPG
1151a,1151a,西區,臺北市,公園步道,臺北植物園,林業試驗所,植物園,臺北市中正區和平西路2段,中正,臺北植物園,23039978轉2727,08:00~18:00,入口圓環旁,121.508850,25.031300,正常,20260414T000000,20260122T140600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1151a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1151a.JPG
1151b,1151b,西區,臺北市,公園步道,臺北植物園,林業試驗所,植物園,臺北市中正區和平西路2段,中正,臺北植物園,23039978轉2727,08:00~18:00,欖仁廣場,121.508596,25.032624,正常,20240105T100000,20260122T140000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1151b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1151b.JPG
1151c,1151c,西區,臺北市,公園步道,臺北植物園,林業試驗所,植物園,臺北市中正區和平西路2段,中正,臺北植物園,23039978轉2727,08:00~18:00,名人園區,121.510036,25.032666,正常,20260414T000000,20260122T135300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1151c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1151c.JPG
1151d,1151d,西區,臺北市,公園步道,臺北植物園,林業試驗所,植物園,臺北市中正區南海路53號後面植物園,中正,臺北植物園,23039978轉2727,08:00~18:00,棕櫚區入口,121.509222,25.031291,正常,20260414T000000,20260122T141200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1151d,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1151d.JPG
1151e,1151e,西區,臺北市,公園步道,臺北植物園,林業試驗所,植物園,臺北市中正區博愛路228號對面,中正,臺北植物園,23039978轉2727,08:00~18:00,博愛路側入口步道旁,121.510485,25.033004,正常,20240105T100000,20260122T134100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1151e,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1151e.JPG
1152a,1152a,西區,臺北市,場館,客家事務委員會,臺北市客家文化基金會,客家文化園區,臺北市中正區汀洲路三段2號,中正,臺北市客家文化基金會,23691198轉338,0:00~24:00,鐵馬譯站,121.525140,25.020650,正常,20260414T000000,20260121T134500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1152a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1152a.JPG
1153a,1153a,西區,臺北市,場館,文化局,台北市中山堂管理所,中山堂,臺北市中正區延平南路98號,中正,臺北市中山堂管理所,23813137轉152,0:00~24:00,廣場東南方,121.510220,25.042580,正常,20260414T000000,20260122T151500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1153a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1153a.JPG
1153b,1153b,西區,臺北市,場館,文化局,台北市中山堂管理所,中山堂,臺北市中正區延平南路98號,中正,臺北市中山堂管理所,23813137轉152,0:00~24:00,廣場東北方,121.510570,25.042870,正常,20211201T090000,20260122T150800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1153b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1153b.JPG
1153c,1153c,西區,臺北市,場館,文化局,台北市中山堂管理所,中山堂,臺北市中正區延平南路側,中正,臺北市中山堂管理所,23813137轉152,0:00~24:00,國父銅像前草地,121.510560,25.043682,正常,20260414T000000,20260122T145900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1153c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1153c.JPG
1154a,1154a,北區,臺北市,捷運站,桃園大眾捷運股份有限公司,桃園大眾捷運股份有限公司,桃捷台北火車站,臺北市中正區鄭州路8號,中正,桃園大眾捷運股份有限公司,03-2838888l轉51003,06:00~23:00,哺乳室旁,121.512275,25.049302,正常,20260414T000000,20260305T095000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1154a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1154a.JPG
1154b,1154b,北區,臺北市,捷運站,桃園大眾捷運股份有限公司,桃園大眾捷運股份有限公司,桃捷台北火車站,臺北市中正區鄭州路8號,中正,桃園大眾捷運股份有限公司,03-2838888l轉51003,06:00~23:00,中間廊道,121.513944,25.048695,正常,20260414T000000,20260305T095500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1154b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1154b.JPG
1154c,1154c,北區,臺北市,捷運站,桃園大眾捷運股份有限公司,桃園大眾捷運股份有限公司,桃捷台北火車站,臺北市中正區鄭州路8號,中正,桃園大眾捷運股份有限公司,03-2838888l轉51003,06:00~23:00,親子廁所旁,121.514506,25.048521,正常,20260414T000000,20260305T100500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1154c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1154c.JPG
1155b,1155b,西區,臺北市,場館,文化局,臺北自來水事業處,紀州庵,臺北市中正區同安街107號,中正,北水處西區分處,33431678#1696,10:00~18:00,展演台旁,121.520523,25.021615,正常,20260414T000000,20260204T141600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1155b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1155b.JPG
1156a,1156a,西區,臺北市,公園步道,區公所,臺北市中正區公所,牯嶺公園,臺北市中正區牯嶺街141 號前,中正,臺北市中正區公所,23416721,0:00~24:00,東北側,121.518989,25.023536,正常,20260414T000000,20260204T142700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1156a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1156a.JPG
1156b,1156b,西區,臺北市,公園步道,區公所,臺北市中正區公所,牯嶺公園,臺北市中正區廈門街113巷,中正,臺北市中正區公所,23416721,0:00~24:00,廈門街113巷入口處,121.518823,25.023351,正常,20211201T090000,20260204T142100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1156b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1156b.JPG
1157,1157,西區,臺北市,公園步道,公園處,工務局公園處,介壽公園,臺北市中正區凱達格蘭大道西側,中正,工務局公園處青年管理所,27003830,00:00~24:00,中間走道,121.514527,25.039133,正常,20211201T090000,20260204T152000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1157,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1157.JPG
1158,1158,西區,臺北市,公園步道,區公所,臺北市中正區公所,南昌公園,臺北市中正區南昌路與和平西路口,中正,臺北市中正區公所,23416721,00:00~24:00,遊戲場旁,121.520120,25.026841,正常,20260414T000000,20260204T155800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1158,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1158.JPG
1159,1159,西區,臺北市,公園步道,區公所,臺北市中正區公所,永昌公園,臺北市中正區寧波西街181巷30號前,中正,臺北市中正區公所,23416721,0:00~24:00,遊戲場,121.509869,25.026150,正常,20211201T090000,20260204T143900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1159,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1159.JPG
1160,1160,西區,臺北市,公園步道,區公所,臺北市中正區公所,文盛公園,臺北市中正區羅斯福路三段284巷1號前,中正,臺北市中正區公所,23416721,0:00~24:00,遊戲場,121.532059,25.016197,正常,20260414T000000,20260204T135700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1160,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1160.JPG
1161,1161,西區,臺北市,公園步道,公園處,臺北自來水事業處,永福公園,臺北市中正區汀州路3段寶藏巖,中正,北水處西區分處,33431678#1696,0:00~24:00,造景旁,121.532981,25.010274,正常,20260414T000000,20260204T134700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1161,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1161.JPG
1162,1162,西區,臺北市,公園步道,公園處,工務局公園處,北門景觀廣場,臺北市中正區中華路1段1號,中正,工務局公園處園藝工程隊,23815132＃318,0:00~24:00,臺北市中正區中華路1段1號廣場西側,121.510836,25.047665,正常,20211201T090000,20260204T145900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1162,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1162.JPG
1163,1163,南區,臺北市,機關,台大公衛學院,國立台灣大學公共衛生學院,台大公衛學院,臺北市中正區徐州路17號前,中正,臺大公共衛生學院總務處,33668110,0:00~24:00,廣場旁,121.523035,25.041181,正常,20260414T000000,20260204T153200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1163,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1163.JPG
1165,1165,北區,臺北市,場館,文化局,臺北市政府文化局,三井倉庫,臺北市中正區忠孝西路一段263號,中正,臺北記憶倉庫,23714597,0:00~24:00,廣場旁,121.512080,25.047820,正常,20260414T000000,20260317T142700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1165,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1165.JPG
1174a,1174a,西區,臺北市,公園步道,水利處,工務局水利工程處南區管理站,古亭河濱公園,臺北市中正區永春街200巷對面,中正,工務局水利工程處南區管理站,27208889#2691,0:00~24:00,籃球場,121.525936,25.014590,正常,20260414T000000,20260323T152300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1174a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1174a.JPG
1174b,1174b,西區,臺北市,公園步道,水利處,工務局水利工程處南區管理站,古亭河濱公園,臺北市中正區水源路63巷對面,中正,工務局水利工程處南區管理站,27208889#2691,0:00~24:00,網球場,121.520897,25.020263,正常,20211201T090000,20260323T151800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1174b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1174b.JPG
1175,1175,南區,臺北市,公園步道,區公所,臺北市中正區公所,連雲公園,臺北市中正區新生南路一段146巷7號,中正,臺北市中正區公所,23416721,0:00~24:00,廣場旁,121.531898,25.035355,正常,20260414T000000,20260312T144200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1175,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1175.JPG
1176,1176,西區,臺北市,公園步道,區公所,臺北市中正區公所,水源町公園,臺北市中正區汀州路3段104巷40弄4號旁,中正,臺北市中正區公所,23416721,0:00~24:00,廣場解說牌旁,121.534852,25.011813,正常,20260414T000000,20260312T150000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1176,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1176.JPG
1179,1179,西區,臺北市,商圈夜市,臺北自來水事業處,元晴茶行,公館商圈,臺北市中正區羅斯福路四段18號,中正區,北水處西區分處,33431678#1696,0:00~24:00,人行道,121.533054,25.015760,正常,20260414T000000,20260204T140400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1179,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1179.JPG
